repo,repo,instance_id,base_commit,patch_added_lines,patch_deleted_lines,patch_total_changes,patch_net_changes,test_patch_added_lines,test_patch_deleted_lines,test_patch_total_changes,files_changed,has_function_changes,total_added_lines,total_deleted_lines,total_changes,change_type,Checker 0807 (Pass@1 ),,,,Checker 0803 (Pass@1 ),Siada Agent 0724,Siada Agent 0725£¨²î¼¯ÔËÐÐ£©,Siada Agent 0729£¨²î¼¯ÔËÐÐ£©,Siada Agent 0730£¨²î¼¯ÔËÐÐ£©,Siada Agent 0731(pass @1),Checker 0807 (Pass@1 )
sympy/sympy,sympy__sympy,sympy__sympy-13773,7121bdf1facdd90d05b6994b4c2e5b2865a4638a,8,0,8,8,24,0,24,1,FALSE,32,0,32,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13895,4da0b64558e9551a11a99bccc63557ba34f50c58,4,4,8,0,14,0,14,1,FALSE,18,4,22,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13915,5c1644ff85e15752f9f8721bc142bfbf975e7805,5,0,5,5,9,1,10,1,FALSE,14,1,15,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-13971,84c125972ad535b2dfb245f8d311d347b45e5b8a,2,2,4,0,12,12,24,1,FALSE,14,14,28,å¹³è¡¡___,1,2,2,4,0,0,0,0,0,0,1
sympy/sympy,sympy__sympy,sympy__sympy-14024,b17abcb09cbcee80a90f6750e0f9b53f0247656c,2,10,12,-8,8,0,8,1,FALSE,10,10,20,ä¸»è___,1,2,10,12,0,0,0,0,0,0,1
sympy/sympy,sympy__sympy,sympy__sympy-14308,fb536869fb7aa28b2695ad7a3b70949926b291c4,31,8,39,23,29,7,36,1,FALSE,60,15,75,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-14317,fb536869fb7aa28b2695ad7a3b70949926b291c4,44,1,45,43,10,1,11,1,FALSE,54,2,56,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-14396,f35ad6411f86a15dd78db39c29d1e5291f66f9b5,6,2,8,4,9,1,10,1,FALSE,15,3,18,ä¸»èæ·»å_,1,6,2,8,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-14774,8fc63c2d71752389a44367b8ef4aba8a91af6a45,1,1,2,0,3,1,4,1,FALSE,4,2,6,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-14817,0dbdc0ea83d339936da175f8c3a97d0d6bafb9f8,2,1,3,1,6,1,7,1,FALSE,8,2,10,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-15011,b7c5ba2bf3ffd5cf453b25af7c8ddd9a639800cb,10,4,14,6,8,0,8,1,TRUE,18,4,22,ä¸»èæ·»å_,1,10,4,14,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-15308,fb59d703e6863ed803c98177b59197b5513332e9,8,0,8,8,32,0,32,1,TRUE,40,0,40,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-15345,9ef28fba5b4d6d0168237c9c005a550e6dc27d81,4,1,5,3,2,1,3,1,TRUE,6,2,8,ä¸»èæ·»å_,1,4,1,5,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-15346,9ef28fba5b4d6d0168237c9c005a550e6dc27d81,1,1,2,0,10,1,11,1,FALSE,11,2,13,å¹³è¡¡___,1,1,1,2,1,0,0,0,0,1,1
sympy/sympy,sympy__sympy,sympy__sympy-15609,15f56f3b0006d2ed2c29bde3c43e91618012c849,4,1,5,3,5,0,5,1,FALSE,9,1,10,ä¸»èæ·»å_,1,4,1,5,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-15678,31c68eef3ffef39e2e792b0ec92cd92b7010eb2a,9,2,11,7,8,2,10,1,FALSE,17,4,21,ä¸»èæ·»å_,1,9,2,11,0,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-16106,0e987498b00167fdd4a08a41c852a97cb70ce8f2,20,0,20,20,15,1,16,1,TRUE,35,1,36,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-16281,41490b75f3621408e0468b0e7b6dc409601fc6ff,3,4,7,-1,29,32,61,1,FALSE,32,36,68,ä¸»è___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-16503,a7e6f093c98a3c4783848a19fce646e32b6e0161,7,3,10,4,52,52,104,1,FALSE,59,55,114,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-16792,09786a173e7a0a488f46dd6000177c23e5d24eed,11,5,16,6,19,0,19,1,TRUE,30,5,35,ä¸»èæ·»å_,1,11,5,16,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-16988,e727339af6dc22321b00f52d971cda39e4ce89fb,1,1,2,0,4,1,5,1,FALSE,5,2,7,å¹³è¡¡___,0,0,0,0,1,1,1,1,1,1,0
sympy/sympy,sympy__sympy,sympy__sympy-17022,f91de695585c1fbc7d4f49ee061f64fcb1c2c4d8,7,0,7,7,22,3,25,1,TRUE,29,3,32,ä»_·»_,1,7,0,7,1,1,1,1,1,0,1
sympy/sympy,sympy__sympy,sympy__sympy-17139,1d3327b8e90a186df6972991963a5ae87053259d,2,0,2,2,9,0,9,1,FALSE,11,0,11,ä»_·»_,1,2,0,2,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-17630,58e78209c8577b9890e957b624466e5beed7eb08,2,0,2,2,19,3,22,1,FALSE,21,3,24,ä»_·»_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-17655,f5e965947af2410ded92cfad987aaf45262ea434,4,0,4,4,2,2,4,1,TRUE,6,2,8,ä»_·»_,1,4,0,4,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-18057,62000f37b8821573ba00280524ffb4ac4a380875,1,1,2,0,23,1,24,1,FALSE,24,2,26,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,0,1
sympy/sympy,sympy__sympy,sympy__sympy-18087,9da013ad0ddc3cd96fe505f2e47c63e372040916,6,8,14,-2,5,0,5,1,FALSE,11,8,19,ä¸»è___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-18189,1923822ddf8265199dbd9ef9ce09641d3fd042b9,1,1,2,0,8,0,8,1,FALSE,9,1,10,å¹³è¡¡___,1,1,1,2,0,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-18199,ba80d1e493f21431b4bf729b3e0452cd47eb9566,47,3,50,44,12,6,18,1,TRUE,59,9,68,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-18532,74227f900b05009d4eed62e34a166228788a32ca,4,5,9,-1,3,3,6,1,FALSE,7,8,15,ä¸»è___,0,0,0,0,1,0,0,1,1,1,0
sympy/sympy,sympy__sympy,sympy__sympy-18621,b17ef6effe278d5b861d65896cc53442a6370d8f,1,1,2,0,4,0,4,1,FALSE,5,1,6,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-18698,3dff1b98a78f28c953ae2140b69356b8391e399c,6,5,11,1,6,1,7,1,FALSE,12,6,18,ä¸»èæ·»å_,0,0,0,0,1,0,0,0,1,1,0
sympy/sympy,sympy__sympy,sympy__sympy-18835,516fa83e69caf1e68306cfc912a13f36c434d51c,19,2,21,17,4,0,4,1,TRUE,23,2,25,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,1,0,0
sympy/sympy,sympy__sympy,sympy__sympy-19007,f9e030b57623bebdc2efa7f297c1b5ede08fcebf,13,5,18,8,67,2,69,1,FALSE,80,7,87,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-19254,e0ef1da13e2ab2a77866c05246f73c871ca9388c,56,5,61,51,2,1,3,1,FALSE,58,6,64,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-19487,25fbcce5b1a4c7e3956e6062930f4a44ce95a632,3,0,3,3,11,1,12,1,TRUE,14,1,15,ä»_·»_,1,3,0,3,0,0,0,0,0,0,1
sympy/sympy,sympy__sympy,sympy__sympy-20049,d57aaf064041fe52c0fa357639b069100f8b28e1,32,2,34,30,104,0,104,1,FALSE,136,2,138,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-20154,bdb49c4abfb35554a3c8ce761696ffff3bb837fe,4,19,23,-15,8,8,16,1,FALSE,12,27,39,ä¸»è___,1,4,19,23,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-20212,a106f4782a9dbe7f8fd16030f15401d977e03ae9,2,0,2,2,3,0,3,1,FALSE,5,0,5,ä»_·»_,1,2,0,2,0,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-20322,ab864967e71c950a15771bb6c3723636026ba876,37,17,54,20,16,5,21,1,FALSE,53,22,75,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-20442,1abbc0ac3e552cb184317194e5d5c5b9dd8fb640,6,1,7,5,5,1,6,1,FALSE,11,2,13,ä¸»èæ·»å_,1,6,1,7,1,0,0,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-20590,cffd4e0f86fefd4802349a9f9b19ed70934ea354,5,0,5,5,6,0,6,1,FALSE,11,0,11,ä»_·»_,1,5,0,5,0,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-20639,eb926a1d0c1158bf43f01eaf673dc84416b5ebb1,12,12,24,0,50,1,51,1,TRUE,62,13,75,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-21055,748ce73479ee2cd5c861431091001cc18943c735,23,0,23,23,5,1,6,1,TRUE,28,1,29,ä»_·»_,1,23,0,23,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-21171,aa22709cb7df2d7503803d4b2c0baa7aa21440b6,3,1,4,2,13,0,13,1,TRUE,16,1,17,ä¸»èæ·»å_,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-21379,624217179aaf8d094e6ff75b7493ad1ee47599b0,8,4,12,4,10,0,10,1,FALSE,18,4,22,ä¸»èæ·»å_,1,8,4,12,0,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-21612,b4777fdcef467b7132c055f8ac2c9a5059e6a145,1,1,2,0,2,0,2,1,FALSE,3,1,4,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-21614,b4777fdcef467b7132c055f8ac2c9a5059e6a145,4,0,4,4,6,0,6,1,TRUE,10,0,10,ä»_·»_,1,4,0,4,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-21627,126f80578140e752ad5135aac77b8ff887eede3e,2,0,2,2,2,0,2,1,FALSE,4,0,4,ä»_·»_,0,0,0,0,0,0,0,0,0,1,0
sympy/sympy,sympy__sympy,sympy__sympy-21847,d9b18c518d64d0ebe8e35a98c2fb519938b9b151,2,2,4,0,12,1,13,1,FALSE,14,3,17,å¹³è¡¡___,1,2,2,4,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-22005,2c83657ff1c62fc2761b639469fdac7f7561a72a,6,0,6,6,5,0,5,1,FALSE,11,0,11,ä»_·»_,1,6,0,6,0,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-22714,3ff4717b6aef6086e78f01cdfa06f64ae23aed7e,1,1,2,0,7,0,7,1,FALSE,8,1,9,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-22840,d822fcba181155b85ff2b29fe525adbafb22b448,5,1,6,4,7,20,27,1,FALSE,12,21,33,ä¸»èæ·»å_,0,0,0,0,1,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-23117,c5cef2499d6eed024b0db5c792d6ec7c53baa470,10,5,15,5,21,0,21,1,FALSE,31,5,36,ä¸»èæ·»å_,1,10,5,15,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-23191,fa9b4b140ec0eaf75a62c1111131626ef0f6f524,13,11,24,2,50,1,51,1,FALSE,63,12,75,ä¸»èæ·»å_,0,0,0,0,1,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-23262,fdc707f73a65a429935c01532cd3970d3355eab6,2,2,4,0,2,0,2,1,FALSE,4,2,6,å¹³è¡¡___,1,2,2,4,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-24066,514579c655bf22e2af14f0743376ae1d7befe345,3,4,7,-1,21,0,21,1,FALSE,24,4,28,ä¸»è___,1,3,4,7,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-24102,58598660a3f6ab3d918781c4988c2e4b2bdd9297,1,1,2,0,4,0,4,1,FALSE,5,1,6,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
sympy/sympy,sympy__sympy,sympy__sympy-24152,b9af885473ad7e34b5b0826cb424dd26d8934670,6,3,9,3,7,0,7,1,FALSE,13,3,16,ä¸»èæ·»å_,1,6,3,9,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-24213,e8c22f6eac7314be8d92590bfff92ced79ee03e2,1,1,2,0,16,0,16,1,FALSE,17,1,18,å¹³è¡¡___,1,1,1,2,1,1,1,1,1,1,1
sympy/sympy,sympy__sympy,sympy__sympy-24909,d3b4158dea271485e3daa11bf82e69b8dab348ce,5,5,10,0,4,3,7,1,FALSE,9,8,17,å¹³è¡¡___,0,0,0,0,0,0,0,0,0,0,0
